"good" "purpose" "fico" "loan_amnt" "income"
"good" "debt_consolidation" 717 8000 NA
"bad" "home_improvement" 802 18000 73000
"good" "debt_consolidation" 682 5700 44000
"good" "debt_consolidation" 662 1000 NA
"good" "home_improvement" 687 5000 NA
"good" "other" 697 6000 NA
"good" "educational" 727 5000 NA
"bad" "debt_consolidation" 762 3600 NA
"good" "major_purchase" 812 6000 NA
"bad" "debt_consolidation" 672 14500 89000
"good" "major_purchase" 732 7250 NA
"good" "debt_consolidation" 702 6500 NA
"good" "other" 687 24000 97000
"good" "debt_consolidation" 752 15000 NA
"good" "other" 707 7000 NA
"bad" "home_improvement" 702 12000 240734
"good" "vacation_wedding" 667 5000 NA
"good" "debt_consolidation" 707 16750 30000
"good" "debt_consolidation" 687 1600 NA
"good" "debt_consolidation" 737 13300 NA
"good" "home_improvement" 667 16000 56000
"good" "debt_consolidation" 732 8000 NA
"good" "debt_consolidation" 697 15200 NA
"good" "debt_consolidation" 707 24000 88100
"good" "other" 692 4500 NA
"bad" "major_purchase" 667 8400 20000
"good" "debt_consolidation" 712 18000 NA
"good" "debt_consolidation" 747 25000 150000
"bad" "debt_consolidation" 747 25000 60000
"good" "other" 787 10000 NA
"good" "vacation_wedding" 732 5000 60000
"good" "debt_consolidation" 702 16000 37200
"good" "debt_consolidation" 757 2950 35000
"good" "other" 777 6000 36000
"good" "debt_consolidation" 672 25000 148000
"good" "debt_consolidation" 717 8000 120000
"good" "vacation_wedding" 772 10000 110000
"good" "debt_consolidation" 717 17000 NA
"good" "other" 727 8000 54000
"good" "other" 662 3600 39996
"good" "vacation_wedding" 702 5000 24000
"good" "major_purchase" 727 14400 85000
"good" "debt_consolidation" 707 10000 NA
"bad" "debt_consolidation" 662 15000 70000
"good" "debt_consolidation" 687 25000 92000
"good" "debt_consolidation" 732 8700 65000
"good" "debt_consolidation" 717 12000 NA
"good" "other" 702 5000 NA
"good" "debt_consolidation" 722 25000 76956
"good" "debt_consolidation" 662 9000 57204
"good" "debt_consolidation" 707 20000 43656
"good" "debt_consolidation" 682 9600 55000
"good" "small_business" 752 4500 NA
"good" "debt_consolidation" 667 19000 48000
"good" "debt_consolidation" 767 10000 NA
"good" "vacation_wedding" 662 5500 NA
"good" "debt_consolidation" 687 11250 43500
"good" "small_business" 702 3000 31200
"good" "other" 742 4900 23350
"good" "major_purchase" 752 4000 NA
"bad" "other" 667 2000 NA
"bad" "small_business" 722 4800 62000
"good" "major_purchase" 707 4650 30000
"good" "home_improvement" 667 3000 NA
"good" "debt_consolidation" 727 9000 NA
"good" "medical" 792 20000 60000
"bad" "major_purchase" 717 4000 32656
"good" "debt_consolidation" 697 25000 81000
"good" "major_purchase" 722 23000 57360
"good" "debt_consolidation" 772 9600 NA
"bad" "debt_consolidation" 682 1500 NA
"bad" "other" 707 10000 NA
"good" "home_improvement" 802 12000 125004
"good" "home_improvement" 727 8000 NA
"good" "other" 692 9000 60000
"good" "home_improvement" 797 15000 NA
"good" "debt_consolidation" 692 8000 NA
"good" "major_purchase" 717 10800 NA
"good" "debt_consolidation" 697 25000 115000
"good" "debt_consolidation" 727 10200 NA
"good" "debt_consolidation" 702 16750 75000
"good" "other" 712 5000 20000
"good" "medical" 717 1800 45336
"good" "debt_consolidation" 782 9500 NA
"good" "debt_consolidation" 692 14000 99000
"good" "debt_consolidation" 692 6000 NA
"good" "other" 797 7500 NA
"good" "debt_consolidation" 727 8800 NA
"good" "home_improvement" 667 17500 74100
"good" "other" 772 20000 2e+05
"good" "debt_consolidation" 712 25000 119500
"good" "debt_consolidation" 687 10750 43700
"good" "small_business" 677 7200 60675.83
"bad" "debt_consolidation" 697 15000 46000
"good" "debt_consolidation" 767 10000 40000
"good" "debt_consolidation" 702 5700 NA
"good" "debt_consolidation" 672 6500 NA
"good" "vacation_wedding" 727 8000 NA
"good" "debt_consolidation" 747 12000 125000
"good" "debt_consolidation" 732 25000 110196
"bad" "debt_consolidation" 687 24000 NA
"good" "major_purchase" 702 8400 NA
"good" "vacation_wedding" 727 10000 85000
"good" "debt_consolidation" 667 6000 NA
"bad" "educational" 692 14000 NA
"good" "small_business" 662 2800 NA
"good" "other" 712 9000 NA
"good" "debt_consolidation" 677 4800 NA
"good" "other" 737 5000 35004
"bad" "educational" 667 1500 NA
"good" "other" 697 4000 NA
"good" "debt_consolidation" 702 12000 110000
"good" "other" 662 1500 96000
"good" "other" 672 6000 NA
"good" "debt_consolidation" 777 9000 NA
"bad" "other" 677 10000 NA
"good" "debt_consolidation" 752 18000 88000
"bad" "debt_consolidation" 707 1400 NA
"good" "debt_consolidation" 732 25000 75000
"bad" "debt_consolidation" 697 15000 36144
"good" "debt_consolidation" 747 10000 88000
"good" "home_improvement" 772 15000 166000
"good" "medical" 792 4000 NA
"good" "debt_consolidation" 692 5600 56000
"good" "other" 697 2000 24600
"good" "major_purchase" 697 12000 75996
"bad" "debt_consolidation" 747 5000 NA
"bad" "debt_consolidation" 712 18000 NA
"good" "debt_consolidation" 702 4000 NA
"good" "debt_consolidation" 712 25000 95000
"bad" "debt_consolidation" 707 15000 NA
"good" "major_purchase" 707 10000 NA
"good" "home_improvement" 712 3000 NA
"good" "major_purchase" 712 5000 26100
"good" "other" 712 12000 NA
"good" "debt_consolidation" 717 5000 NA
"good" "debt_consolidation" 757 15000 70000
"bad" "major_purchase" 697 8000 NA
"good" "major_purchase" 707 8000 NA
"bad" "debt_consolidation" 747 16750 NA
"bad" "other" 717 1600 NA
"good" "debt_consolidation" 712 9000 NA
"good" "other" 712 9600 91000
"good" "other" 682 5000 NA
"bad" "debt_consolidation" 662 10000 NA
"good" "other" 712 8000 24000
"bad" "major_purchase" 722 10000 103000
"good" "home_improvement" 752 10000 NA
"good" "major_purchase" 672 7000 90000
"good" "major_purchase" 717 2000 15000
"good" "other" 717 1700 34800
"good" "major_purchase" 757 9000 40000
"good" "other" 677 4500 NA
"good" "debt_consolidation" 772 7750 57500
"good" "other" 692 5000 30000
"good" "debt_consolidation" 812 6000 49800
"good" "debt_consolidation" 752 16000 NA
"bad" "debt_consolidation" 742 6000 65000
"good" "debt_consolidation" 752 7500 41000
"good" "major_purchase" 802 6000 NA
"bad" "debt_consolidation" 767 10000 NA
"good" "other" 747 4000 NA
"good" "major_purchase" 667 3200 20800
"good" "home_improvement" 702 10000 50000
"good" "major_purchase" 807 7000 NA
"good" "debt_consolidation" 702 23500 58704
"good" "debt_consolidation" 737 14000 NA
"good" "major_purchase" 737 9000 NA
"good" "debt_consolidation" 732 7000 NA
"good" "debt_consolidation" 707 24250 92004
"good" "other" 707 6000 NA
"bad" "major_purchase" 692 4000 NA
"bad" "debt_consolidation" 707 5500 NA
"good" "debt_consolidation" 687 12000 NA
"bad" "debt_consolidation" 727 18000 NA
"good" "major_purchase" 682 3350 NA
"good" "home_improvement" 772 6250 78000
"good" "debt_consolidation" 737 7800 NA
"good" "debt_consolidation" 707 5300 NA
"good" "debt_consolidation" 677 2000 NA
"good" "debt_consolidation" 717 25000 97000
"bad" "debt_consolidation" 667 13000 53600
"good" "debt_consolidation" 702 6000 42000
"good" "debt_consolidation" 767 22000 NA
"good" "educational" 672 5000 NA
"good" "major_purchase" 782 8000 107364
"good" "debt_consolidation" 787 3800 NA
"good" "debt_consolidation" 722 12800 41000
"good" "major_purchase" 682 6000 80000
"good" "other" 722 3250 63996
"bad" "debt_consolidation" 747 10000 72000
"good" "major_purchase" 772 6200 NA
"bad" "debt_consolidation" 667 6000 NA
"good" "home_improvement" 737 10000 NA
"bad" "debt_consolidation" 687 23000 65000
"good" "vacation_wedding" 672 4000 NA
"good" "other" 677 3350 47756
"good" "debt_consolidation" 732 10000 70000
"good" "debt_consolidation" 702 3100 32280
"good" "major_purchase" 757 4000 NA
"good" "major_purchase" 687 15000 NA
"good" "debt_consolidation" 752 5500 59484
"good" "other" 687 7000 NA
"good" "debt_consolidation" 697 25000 NA
"bad" "debt_consolidation" 672 22000 76000
"good" "debt_consolidation" 687 9250 NA
"good" "other" 737 4000 NA
"good" "other" 712 1500 70392
"good" "debt_consolidation" 722 12000 NA
"good" "debt_consolidation" 717 25000 105000
"good" "home_improvement" 662 14400 NA
"good" "other" 752 6700 NA
"good" "other" 702 8000 30600
"good" "debt_consolidation" 772 7500 59436
"good" "other" 697 10000 NA
"good" "small_business" 667 8000 49992
"good" "other" 712 3000 NA
"bad" "debt_consolidation" 687 16000 53000
"good" "debt_consolidation" 732 18000 45000
"good" "debt_consolidation" 687 15000 45000
"good" "debt_consolidation" 687 15000 NA
"good" "other" 757 4000 33000
"good" "debt_consolidation" 732 8000 NA
"good" "debt_consolidation" 707 6000 29000
"good" "other" 752 25000 1e+05
"good" "home_improvement" 697 15400 NA
"bad" "other" 727 10000 NA
"good" "debt_consolidation" 742 2500 NA
"good" "debt_consolidation" 757 4750 NA
"bad" "debt_consolidation" 667 18000 65000
"good" "small_business" 792 5000 NA
"good" "debt_consolidation" 787 3000 37000
"good" "other" 732 6000 57000
"good" "debt_consolidation" 722 20000 62400
"good" "other" 747 16000 56532
"good" "debt_consolidation" 702 12000 NA
"good" "debt_consolidation" 707 4000 NA
"good" "vacation_wedding" 707 6000 NA
"bad" "debt_consolidation" 752 16000 98268
"bad" "medical" 662 4200 39999
"good" "debt_consolidation" 682 6300 61000
"good" "debt_consolidation" 697 2400 NA
"bad" "other" 707 3200 30000
"good" "major_purchase" 747 3000 50000
"good" "debt_consolidation" 672 6500 24960
"good" "major_purchase" 752 10000 NA
"good" "home_improvement" 717 5325 119000
"bad" "debt_consolidation" 712 20000 86004
"good" "major_purchase" 782 6000 NA
"good" "debt_consolidation" 677 5000 NA
"good" "other" 732 10000 NA
"bad" "major_purchase" 707 10000 33600
"good" "other" 667 1600 NA
"good" "other" 777 8000 NA
"good" "debt_consolidation" 727 5000 50000
"good" "medical" 712 3500 NA
"good" "medical" 722 3000 64800
"good" "debt_consolidation" 687 25000 69996
"good" "debt_consolidation" 767 8000 45000
"good" "debt_consolidation" 732 25000 1e+05
"good" "other" 667 5000 NA
"good" "debt_consolidation" 707 12250 NA
"good" "educational" 737 4750 NA
"good" "vacation_wedding" 777 1000 70885
"good" "other" 762 21000 35700
"good" "debt_consolidation" 687 17600 97000
"good" "debt_consolidation" 752 20000 NA
"good" "debt_consolidation" 727 8000 NA
"bad" "other" 742 16000 48996
"good" "debt_consolidation" 752 16000 NA
"good" "debt_consolidation" 747 10000 NA
"good" "vacation_wedding" 752 4000 NA
"good" "debt_consolidation" 752 18000 240000
"good" "debt_consolidation" 682 9600 59451
"good" "other" 767 15000 78000
"good" "debt_consolidation" 732 15000 NA
"good" "debt_consolidation" 702 4000 24000
"good" "debt_consolidation" 767 18000 45000
"good" "debt_consolidation" 702 10000 54316
"good" "other" 692 1200 NA
"good" "debt_consolidation" 767 8100 NA
"good" "major_purchase" 757 14000 141996
"good" "vacation_wedding" 662 7000 57000
"good" "debt_consolidation" 692 8000 NA
"good" "other" 677 3500 44000
"good" "debt_consolidation" 677 12250 NA
"good" "home_improvement" 737 9600 NA
"good" "home_improvement" 692 15200 NA
"bad" "small_business" 722 17500 60000
"bad" "home_improvement" 782 25000 40000
"good" "debt_consolidation" 682 25000 97000
"good" "other" 742 5000 24000
"good" "small_business" 712 10000 69996
"good" "debt_consolidation" 682 20000 74400
"good" "debt_consolidation" 697 25000 230004
"good" "major_purchase" 697 7500 57000
"bad" "other" 682 11200 NA
"good" "major_purchase" 822 2500 NA
"good" "other" 682 8000 NA
"good" "debt_consolidation" 707 13200 NA
"good" "other" 717 2500 NA
"good" "major_purchase" 792 15000 60000
"good" "home_improvement" 707 16750 41600
"good" "debt_consolidation" 722 25000 NA
"good" "debt_consolidation" 722 11500 NA
"good" "other" 767 19200 NA
"good" "small_business" 722 18000 NA
"bad" "debt_consolidation" 722 21000 50000
"good" "debt_consolidation" 737 10000 NA
"bad" "debt_consolidation" 712 24250 65004
"good" "other" 777 10000 56004
"good" "debt_consolidation" 702 16750 32424
"good" "other" 717 15000 NA
"good" "medical" 702 1000 NA
"good" "other" 702 1500 NA
"good" "debt_consolidation" 732 15000 45000
"good" "debt_consolidation" 687 5500 NA
"good" "medical" 677 9500 45000
"good" "other" 687 2000 NA
"good" "vacation_wedding" 702 9600 NA
"good" "debt_consolidation" 707 7000 74694
"good" "debt_consolidation" 747 12000 NA
"good" "debt_consolidation" 747 13500 NA
"good" "home_improvement" 797 2000 56004
"good" "home_improvement" 702 1500 NA
"good" "debt_consolidation" 737 10000 NA
"good" "debt_consolidation" 742 5000 82150
"good" "debt_consolidation" 672 11000 NA
"good" "other" 682 8500 NA
"good" "home_improvement" 727 10000 70000
"good" "debt_consolidation" 747 9000 47700
"good" "debt_consolidation" 682 24250 114773.98
"good" "debt_consolidation" 732 18000 110313
"good" "debt_consolidation" 727 9000 NA
"good" "other" 747 3000 NA
"good" "small_business" 672 5000 NA
"good" "other" 812 25000 74000
"good" "debt_consolidation" 762 5300 36000
"good" "debt_consolidation" 747 15000 83000
"good" "major_purchase" 767 2500 NA
"good" "medical" 727 1800 NA
"good" "debt_consolidation" 707 18500 59400
"good" "debt_consolidation" 702 18000 120000
"good" "debt_consolidation" 677 5000 NA
"good" "major_purchase" 787 7000 NA
"good" "home_improvement" 707 12000 70000
"good" "major_purchase" 742 8800 NA
"good" "debt_consolidation" 697 10000 NA
"good" "debt_consolidation" 707 7000 NA
"good" "debt_consolidation" 702 11500 NA
"good" "debt_consolidation" 712 25000 85000
"bad" "educational" 667 1000 NA
"bad" "debt_consolidation" 682 18250 NA
"good" "vacation_wedding" 702 6000 NA
"good" "debt_consolidation" 677 12800 37195.2
"good" "debt_consolidation" 687 2500 NA
"bad" "major_purchase" 797 20000 90000
"bad" "debt_consolidation" 687 16000 NA
"good" "debt_consolidation" 742 6000 44000
"good" "debt_consolidation" 727 20000 65000
"bad" "debt_consolidation" 667 3200 18000
"bad" "debt_consolidation" 707 10000 40000
"good" "debt_consolidation" 747 13400 NA
"good" "debt_consolidation" 692 9500 NA
"good" "debt_consolidation" 762 10000 NA
"bad" "vacation_wedding" 697 4800 16000
"good" "debt_consolidation" 712 17500 NA
"bad" "debt_consolidation" 702 6600 36000
"good" "major_purchase" 687 3200 NA
"good" "debt_consolidation" 772 3000 NA
"good" "debt_consolidation" 692 17500 49176
"good" "home_improvement" 717 15000 86000
"good" "debt_consolidation" 707 14400 NA
"good" "debt_consolidation" 712 2300 NA
"good" "debt_consolidation" 782 5500 NA
"good" "debt_consolidation" 732 20500 30000
"good" "debt_consolidation" 727 10000 NA
"good" "medical" 737 6000 NA
"good" "other" 727 24000 73600
"good" "debt_consolidation" 737 15000 51094
"good" "debt_consolidation" 687 10000 50500
"good" "debt_consolidation" 727 10850 NA
"bad" "debt_consolidation" 782 25000 49200
"good" "debt_consolidation" 742 12000 NA
"good" "medical" 732 4800 NA
"good" "debt_consolidation" 687 5000 74500
"good" "debt_consolidation" 737 24000 108000
"good" "other" 702 16000 136000
"good" "debt_consolidation" 702 15000 38004
"bad" "home_improvement" 732 9000 NA
"good" "debt_consolidation" 712 6500 90000
"good" "other" 732 5000 NA
"good" "major_purchase" 762 6500 NA
"bad" "vacation_wedding" 692 5000 26400
"good" "other" 677 1000 26000
"good" "debt_consolidation" 697 25000 113500
"good" "debt_consolidation" 667 6400 31800
"good" "debt_consolidation" 697 8500 NA
"good" "debt_consolidation" 722 15000 NA
"good" "debt_consolidation" 692 8400 NA
"bad" "debt_consolidation" 707 20000 70000
"good" "major_purchase" 757 2000 NA
"good" "debt_consolidation" 697 25000 116765
"good" "other" 667 1200 35004
"good" "debt_consolidation" 772 7500 NA
"good" "major_purchase" 772 9000 NA
"good" "major_purchase" 687 3900 NA
"good" "debt_consolidation" 732 8400 67290
"bad" "debt_consolidation" 752 8000 36996
"good" "major_purchase" 787 3000 NA
"good" "debt_consolidation" 667 15000 54000
"good" "debt_consolidation" 697 20000 157000
"good" "debt_consolidation" 692 14600 51000
"good" "debt_consolidation" 667 10200 30504
"good" "debt_consolidation" 692 10500 48000
"good" "debt_consolidation" 727 13000 NA
"bad" "vacation_wedding" 692 16000 NA
"good" "other" 662 3500 NA
"good" "debt_consolidation" 727 9800 NA
"good" "other" 712 8000 NA
"good" "home_improvement" 682 25000 182004
"good" "debt_consolidation" 727 18000 60000
"good" "vacation_wedding" 692 6400 NA
"good" "other" 697 2100 NA
"good" "vacation_wedding" 787 10000 NA
"good" "other" 722 3000 105996
"good" "other" 697 11000 80000
"good" "debt_consolidation" 722 12000 NA
"good" "home_improvement" 682 5000 NA
"bad" "other" 662 3700 NA
"good" "other" 682 2000 NA
"good" "debt_consolidation" 692 12000 95000
"good" "vacation_wedding" 787 8000 NA
"good" "debt_consolidation" 682 20000 82000
"good" "debt_consolidation" 762 7500 NA
"good" "home_improvement" 752 19750 NA
"bad" "debt_consolidation" 667 8500 23000
"good" "debt_consolidation" 732 25000 85000
"good" "debt_consolidation" 697 20000 130606
"good" "other" 757 10800 60000
"good" "debt_consolidation" 732 14500 NA
"good" "debt_consolidation" 667 4000 24000
"good" "debt_consolidation" 662 5000 NA
"good" "vacation_wedding" 757 2400 NA
"bad" "debt_consolidation" 697 9250 21300
"good" "other" 692 5000 23000
"good" "debt_consolidation" 672 13000 NA
"good" "other" 757 1000 NA
"good" "other" 702 2400 NA
"good" "debt_consolidation" 672 9000 NA
"good" "other" 712 4500 NA
"good" "debt_consolidation" 797 10500 43000
"good" "other" 677 3000 NA
"good" "debt_consolidation" 722 12000 42000
"bad" "debt_consolidation" 757 20000 42500
"good" "debt_consolidation" 667 3000 NA
"good" "other" 687 5600 69996
"good" "debt_consolidation" 672 6500 NA
"good" "debt_consolidation" 747 10000 NA
"good" "debt_consolidation" 712 19000 NA
"good" "debt_consolidation" 697 25000 99996
"bad" "debt_consolidation" 667 10000 NA
"good" "debt_consolidation" 682 16000 NA
"good" "debt_consolidation" 682 5000 NA
"bad" "major_purchase" 717 1000 24000
"good" "other" 782 12000 NA
"bad" "major_purchase" 707 1000 NA
"good" "major_purchase" 742 7500 20796
"bad" "debt_consolidation" 707 8500 NA
"bad" "debt_consolidation" 667 3600 38004
"good" "debt_consolidation" 722 6000 NA
"bad" "debt_consolidation" 677 16000 55000
"good" "debt_consolidation" 772 7200 NA
"good" "home_improvement" 777 25000 NA
"good" "debt_consolidation" 672 8000 NA
"good" "debt_consolidation" 732 14400 NA
"good" "debt_consolidation" 762 10000 NA
"good" "debt_consolidation" 752 7500 65000
"good" "debt_consolidation" 702 17500 NA
"bad" "debt_consolidation" 682 7200 NA
"good" "other" 757 10000 88000
"good" "debt_consolidation" 712 12000 60000
"good" "debt_consolidation" 772 20000 76000
"good" "home_improvement" 782 10400 NA
"good" "debt_consolidation" 712 7200 NA
"bad" "home_improvement" 757 25000 93000
"bad" "debt_consolidation" 707 24250 128004
"good" "vacation_wedding" 767 3500 NA
"good" "debt_consolidation" 712 4800 NA
"bad" "debt_consolidation" 787 16000 NA
"good" "other" 722 25000 56952
"bad" "debt_consolidation" 707 25000 242004
"good" "major_purchase" 737 3000 NA
"good" "major_purchase" 682 10000 NA
"good" "debt_consolidation" 737 14000 106839
"good" "debt_consolidation" 747 7500 NA
"good" "debt_consolidation" 682 7000 NA
"good" "debt_consolidation" 707 10000 NA
"good" "debt_consolidation" 727 25000 107000
"good" "debt_consolidation" 792 25000 40000
"good" "other" 662 10500 NA
"good" "debt_consolidation" 682 8000 NA
"bad" "major_purchase" 717 4750 NA
"good" "debt_consolidation" 692 10000 NA
"good" "debt_consolidation" 662 4500 NA
"good" "other" 782 5200 57000
"good" "debt_consolidation" 677 2000 NA
"good" "home_improvement" 762 25000 80000
"good" "debt_consolidation" 672 10750 37000
"good" "debt_consolidation" 722 25000 119000
"good" "debt_consolidation" 667 12000 NA
"good" "other" 662 2000 NA
"good" "debt_consolidation" 727 10000 NA
"good" "debt_consolidation" 712 2800 NA
"bad" "debt_consolidation" 672 15000 99996
"good" "debt_consolidation" 722 2800 NA
"good" "debt_consolidation" 752 6400 60000
"good" "debt_consolidation" 707 12000 NA
"good" "other" 777 5000 NA
"good" "debt_consolidation" 677 6000 60000
"good" "debt_consolidation" 672 12350 120000
"good" "debt_consolidation" 762 15000 NA
"good" "home_improvement" 787 15000 80000
"good" "debt_consolidation" 757 8000 NA
"good" "debt_consolidation" 717 25000 75000
"bad" "home_improvement" 672 24000 135000
"good" "debt_consolidation" 707 13750 NA
"bad" "major_purchase" 777 25000 84996
"good" "debt_consolidation" 717 21000 NA
"good" "home_improvement" 792 20000 76340
"good" "debt_consolidation" 762 12000 NA
"good" "major_purchase" 767 10000 NA
"good" "other" 712 25000 90000
"good" "debt_consolidation" 762 5000 NA
"good" "debt_consolidation" 702 16000 95088
"good" "small_business" 722 25000 140000
"good" "debt_consolidation" 737 8000 NA
"good" "debt_consolidation" 707 13750 NA
"good" "debt_consolidation" 732 24000 114996
"good" "small_business" 722 25000 98000
"bad" "debt_consolidation" 727 25000 120000
"good" "other" 752 7500 NA
"good" "debt_consolidation" 767 14000 NA
"good" "debt_consolidation" 682 25000 143000
"bad" "debt_consolidation" 667 15000 32004
"bad" "debt_consolidation" 732 16800 NA
"good" "other" 742 3300 57600
"good" "debt_consolidation" 787 7000 NA
"bad" "home_improvement" 682 15000 358680
"good" "home_improvement" 797 6000 69000
"good" "debt_consolidation" 737 20000 NA
"bad" "other" 697 3000 122748
"good" "other" 747 8000 45996
"good" "other" 672 5600 95004
"good" "medical" 707 3000 28000
"good" "small_business" 742 25000 235000
"good" "debt_consolidation" 692 16000 NA
"good" "debt_consolidation" 712 6000 36100
"good" "debt_consolidation" 722 4400 NA
"good" "debt_consolidation" 732 12000 NA
"good" "debt_consolidation" 687 12000 55000
"good" "major_purchase" 817 10000 NA
"bad" "debt_consolidation" 717 12000 26000
"good" "debt_consolidation" 677 3000 NA
"good" "home_improvement" 712 12000 NA
"good" "debt_consolidation" 732 3500 NA
"good" "home_improvement" 737 12000 NA
"good" "debt_consolidation" 672 15000 135000
"good" "debt_consolidation" 722 12000 NA
"bad" "vacation_wedding" 682 2500 NA
"good" "home_improvement" 677 12000 NA
"good" "debt_consolidation" 727 16000 55200
"good" "debt_consolidation" 712 24000 78000
"good" "debt_consolidation" 662 20000 109500
"good" "debt_consolidation" 737 7000 22884
"bad" "debt_consolidation" 692 15000 NA
"good" "debt_consolidation" 747 24000 63000
"good" "debt_consolidation" 687 5000 NA
"good" "debt_consolidation" 702 10000 25000
"good" "debt_consolidation" 687 9600 NA
"good" "debt_consolidation" 682 10200 NA
"good" "debt_consolidation" 682 20000 33000
"good" "debt_consolidation" 692 20000 NA
"good" "debt_consolidation" 667 11175 NA
"good" "debt_consolidation" 732 8100 NA
"bad" "debt_consolidation" 687 25000 73000
"good" "other" 692 1800 35000
"good" "debt_consolidation" 692 15000 NA
"good" "debt_consolidation" 687 20000 80004
"good" "debt_consolidation" 692 4750 NA
"bad" "debt_consolidation" 662 4000 NA
"good" "debt_consolidation" 697 12325 75000
"good" "debt_consolidation" 677 13200 46800
"good" "debt_consolidation" 757 11500 NA
"good" "major_purchase" 732 5000 63945
"bad" "debt_consolidation" 672 16000 118527
"good" "major_purchase" 672 1800 NA
"good" "debt_consolidation" 732 6000 82000
"good" "debt_consolidation" 717 7000 NA
"good" "debt_consolidation" 707 25000 56000
"good" "major_purchase" 757 4000 16800
"good" "debt_consolidation" 687 11200 NA
"bad" "debt_consolidation" 722 25000 60000
"bad" "debt_consolidation" 687 10000 NA
"good" "debt_consolidation" 677 6400 NA
"good" "debt_consolidation" 687 8000 NA
"good" "other" 667 1500 NA
"good" "debt_consolidation" 682 10000 NA
"good" "debt_consolidation" 762 9600 NA
"good" "debt_consolidation" 687 12800 NA
"good" "debt_consolidation" 752 18000 95000
"good" "other" 692 5000 NA
"good" "debt_consolidation" 762 10000 NA
"good" "debt_consolidation" 692 25000 134000
"good" "debt_consolidation" 747 10000 NA
"good" "debt_consolidation" 727 15000 156000
"good" "debt_consolidation" 667 19000 NA
"good" "debt_consolidation" 727 25000 83000
"good" "debt_consolidation" 737 18000 NA
"good" "debt_consolidation" 702 15000 NA
"bad" "debt_consolidation" 682 25000 111000
"good" "debt_consolidation" 682 15000 NA
"good" "debt_consolidation" 662 15250 37200
"good" "debt_consolidation" 722 15000 NA
"good" "debt_consolidation" 692 13000 51000
"bad" "other" 752 6000 NA
"good" "other" 667 3150 NA
"good" "debt_consolidation" 747 25000 81000
"good" "debt_consolidation" 732 24000 66948
"good" "debt_consolidation" 732 5000 NA
"good" "debt_consolidation" 702 5000 135000
"bad" "home_improvement" 662 10000 NA
"good" "home_improvement" 727 25000 114000
"good" "debt_consolidation" 747 12000 119496
"good" "debt_consolidation" 782 18000 NA
"good" "other" 667 1500 NA
"good" "debt_consolidation" 672 12250 48000
"good" "debt_consolidation" 717 1000 78000
"good" "other" 777 24000 85000
"good" "other" 727 7000 18000
"good" "major_purchase" 672 19000 57600
"bad" "debt_consolidation" 672 7750 104000
"good" "debt_consolidation" 747 25000 63235
"good" "debt_consolidation" 692 10000 NA
"bad" "debt_consolidation" 742 25000 53000
"good" "other" 782 10000 NA
"good" "debt_consolidation" 662 4000 NA
"bad" "other" 677 10000 NA
"good" "debt_consolidation" 702 10000 NA
"bad" "debt_consolidation" 697 14400 32400
"good" "medical" 687 10000 NA
"good" "home_improvement" 797 17000 NA
"good" "home_improvement" 772 24000 60000
"good" "other" 807 4200 NA
"good" "debt_consolidation" 692 5525 90000
"good" "other" 667 5000 NA
"good" "debt_consolidation" 747 12000 88000
"good" "major_purchase" 762 16000 NA
"good" "debt_consolidation" 692 4500 NA
"good" "debt_consolidation" 707 12000 NA
"good" "debt_consolidation" 792 10000 NA
"good" "debt_consolidation" 772 4000 NA
"good" "debt_consolidation" 672 10000 NA
"good" "home_improvement" 687 20000 122800
"good" "major_purchase" 682 1400 NA
"good" "other" 682 10000 NA
"good" "other" 672 5000 102996
"good" "major_purchase" 762 9600 85000
"bad" "debt_consolidation" 752 9600 NA
"good" "debt_consolidation" 662 13000 NA
"good" "debt_consolidation" 692 7200 34099.2
"good" "debt_consolidation" 667 25000 114000
"good" "debt_consolidation" 752 10000 NA
"good" "debt_consolidation" 687 10500 NA
"good" "vacation_wedding" 767 4000 NA
"bad" "other" 682 5000 NA
"bad" "home_improvement" 667 9600 NA
"bad" "major_purchase" 667 12000 60000
"good" "debt_consolidation" 687 11500 46300
"good" "debt_consolidation" 727 9000 NA
"good" "debt_consolidation" 757 10000 46000
"good" "debt_consolidation" 667 16000 NA
"good" "home_improvement" 667 8825 NA
"good" "home_improvement" 692 5000 NA
"good" "other" 757 9000 NA
"good" "debt_consolidation" 787 9000 NA
"good" "vacation_wedding" 757 18000 NA
"bad" "small_business" 692 12000 NA
"good" "debt_consolidation" 742 6800 168000
"bad" "small_business" 687 10000 32000
"bad" "debt_consolidation" 697 25000 50000
"good" "major_purchase" 672 2000 NA
"bad" "debt_consolidation" 707 2000 10000
"good" "other" 722 8650 46500
"bad" "debt_consolidation" 682 12250 33600
"good" "major_purchase" 672 5000 NA
"good" "debt_consolidation" 757 10000 65004
"good" "vacation_wedding" 747 18000 NA
"good" "debt_consolidation" 762 4000 30000
"good" "debt_consolidation" 687 18250 NA
"good" "other" 712 16000 NA
"good" "vacation_wedding" 662 16000 80500
"good" "debt_consolidation" 742 10000 34995
"good" "debt_consolidation" 707 1800 NA
"good" "debt_consolidation" 757 12000 NA
"good" "major_purchase" 707 15000 35000
"good" "debt_consolidation" 702 20000 130000
"good" "home_improvement" 712 12000 NA
"good" "debt_consolidation" 752 24000 81000
"bad" "debt_consolidation" 687 1000 NA
"good" "debt_consolidation" 667 18000 103000
"bad" "small_business" 722 25000 90000
